id,make,model,year,location,price
1383,BMW,Z4,2008,Durban,219990
1384,BMW,Z4,2007,Durban,134890
1385,BMW,Z4,2006,Durban,229895
1386,BMW,Z4,2005,Durban,172440
1387,BMW,Z4,2004,Durban,139990
1388,BMW,Z4,2014,Johannesburg,490000
1389,BMW,Z4,2011,Johannesburg,457450
1390,BMW,Z4,2010,Johannesburg,369950
1391,BMW,Z4,2009,Johannesburg,361616
1392,BMW,Z4,2007,Johannesburg,209950
1393,BMW,Z4,2006,Johannesburg,169950
1394,BMW,Z4,2005,Johannesburg,184973
1395,BMW,Z4,2004,Johannesburg,148233
1396,BMW,Z4,2003,Johannesburg,157973
1397,BMW,Z4,2014,Pretoria,538267
1398,BMW,Z4,2012,Pretoria,529900
1399,BMW,Z4,2011,Pretoria,449948
1400,BMW,Z4,2010,Pretoria,419663
1401,BMW,Z4,2009,Pretoria,272450
1402,BMW,Z4,2008,Pretoria,209900
1403,BMW,Z4,2007,Pretoria,232995
1404,BMW,Z4,2006,Pretoria,259900
1405,BMW,Z4,2005,Pretoria,129950
1406,BMW,Z4,2004,Pretoria,128950
1407,BMW,Z4,2003,Pretoria,134999
1408,BMW,Z4,2010,Port Elizabeth,379900
1409,BMW,Z4,2006,Port Elizabeth,299900
1410,BMW,Z4,2013,Benoni,479000
1411,BMW,Z4,2011,Benoni,292000
1412,BMW,Z4,2010,Benoni,315265
1413,BMW,Z4,2009,Benoni,330300
1414,BMW,Z4,2008,Benoni,199925
1415,BMW,Z4,2007,Benoni,188950
1416,BMW,Z4,2004,Benoni,185900
1417,BMW,Z4,2012,East London,449995
1418,BMW,Z4,2004,East London,139995
1419,BMW,Z3,1997,Johannesburg,99950
1420,BMW,Z3,2013,Pretoria,239995
1421,BMW,Z1,1989,Johannesburg,350000
1422,BMW,X6,2012,Cape Town,899000
1423,BMW,X6,2011,Cape Town,554900
1424,BMW,X6,2010,Cape Town,584497
1425,BMW,X6,2009,Cape Town,491938
1426,BMW,X6,2008,Cape Town,469948
1427,BMW,X6,2014,Durban,789995
1428,BMW,X6,2013,Durban,813330
1429,BMW,X6,2012,Durban,499990
1430,BMW,X6,2011,Durban,589990
1431,BMW,X6,2010,Durban,439990
1432,BMW,X6,2009,Durban,447490
1433,BMW,X6,2015,Johannesburg,1169000
1434,BMW,X6,2014,Johannesburg,849450
1435,BMW,X6,2013,Johannesburg,895000
1436,BMW,X6,2012,Johannesburg,729300
1437,BMW,X6,2011,Johannesburg,632650
1438,BMW,X6,2010,Johannesburg,587461
1439,BMW,X6,2009,Johannesburg,486283
1440,BMW,X6,2008,Johannesburg,424500
1441,BMW,X6,2014,Pretoria,879900
1442,BMW,X6,2013,Pretoria,649250
1443,BMW,X6,2012,Pretoria,604450
1444,BMW,X6,2010,Pretoria,562349
1445,BMW,X6,2009,Pretoria,459831
1446,BMW,X6,2008,Pretoria,436332
1447,BMW,X6,2009,East London,489995
1448,BMW,X5,2014,Cape Town,939308
1449,BMW,X5,2013,Cape Town,639450
1450,BMW,X5,2012,Cape Town,516000
1451,BMW,X5,2011,Cape Town,544309
1452,BMW,X5,2010,Cape Town,456575
1453,BMW,X5,2009,Cape Town,342400
1454,BMW,X5,2008,Cape Town,337323
1455,BMW,X5,2007,Cape Town,242225
1456,BMW,X5,2006,Cape Town,189678
1457,BMW,X5,2005,Cape Town,159962
1458,BMW,X5,2004,Cape Town,186483
1459,BMW,X5,2003,Cape Town,142495
1460,BMW,X5,2002,Cape Town,114973
1461,BMW,X5,2001,Cape Town,124998
1462,BMW,X5,2014,Durban,904662
1463,BMW,X5,2013,Durban,611637
1464,BMW,X5,2012,Durban,507495
1465,BMW,X5,2011,Durban,506798
1466,BMW,X5,2010,Durban,416990
1467,BMW,X5,2009,Durban,274493
1468,BMW,X5,2008,Durban,306251
1469,BMW,X5,2007,Durban,287937
1470,BMW,X5,2006,Durban,164467
1471,BMW,X5,2005,Durban,103000
1472,BMW,X5,2004,Durban,189990
1473,BMW,X5,2015,Johannesburg,919000
1474,BMW,X5,2014,Johannesburg,922375
1475,BMW,X5,2013,Johannesburg,702216
1476,BMW,X5,2012,Johannesburg,566749
1477,BMW,X5,2011,Johannesburg,499740
1478,BMW,X5,2010,Johannesburg,461057
1479,BMW,X5,2009,Johannesburg,389361
1480,BMW,X5,2008,Johannesburg,288968
1481,BMW,X5,2007,Johannesburg,266860
1482,BMW,X5,2006,Johannesburg,176583
1483,BMW,X5,2005,Johannesburg,155965
1484,BMW,X5,2004,Johannesburg,141638
1485,BMW,X5,2003,Johannesburg,138872
1486,BMW,X5,2002,Johannesburg,145950
1487,BMW,X5,2001,Johannesburg,144475
1488,BMW,X5,2015,Pretoria,1199900
1489,BMW,X5,2014,Pretoria,902933
1490,BMW,X5,2013,Pretoria,600000
1491,BMW,X5,2012,Pretoria,624923
1492,BMW,X5,2011,Pretoria,661937
1493,BMW,X5,2010,Pretoria,500877
1494,BMW,X5,2009,Pretoria,342771
1495,BMW,X5,2008,Pretoria,382526
1496,BMW,X5,2007,Pretoria,289913
1497,BMW,X5,2006,Pretoria,191875
1498,BMW,X5,2005,Pretoria,187413
1499,BMW,X5,2002,Pretoria,133300
1500,BMW,X5,2001,Pretoria,109950
1501,BMW,X5,2000,Pretoria,89900
1502,BMW,X5,2010,Port Elizabeth,449900
1503,BMW,X5,2009,Port Elizabeth,329990
1504,BMW,X5,2008,Port Elizabeth,333900
1505,BMW,X5,2007,Port Elizabeth,369900
1506,BMW,X5,2006,Pietermaritzburg,259995
1507,BMW,X5,2010,Benoni,369950
1508,BMW,X5,2007,Benoni,429950
1509,BMW,X5,2006,Benoni,149900
1510,BMW,X5,2003,Benoni,129990
1511,BMW,X5,2002,Benoni,119995
1512,BMW,X5,2011,East London,519990
1513,BMW,X5,2010,East London,499995
1514,BMW,X5,2007,East London,319995
1515,BMW,X3,2015,Cape Town,632995
1516,BMW,X3,2014,Cape Town,558463
1517,BMW,X3,2013,Cape Town,473670
1518,BMW,X3,2012,Cape Town,359569
1519,BMW,X3,2011,Cape Town,374528
1520,BMW,X3,2010,Cape Town,349900
1521,BMW,X3,2009,Cape Town,236598
1522,BMW,X3,2008,Cape Town,203297
1523,BMW,X3,2007,Cape Town,193256
1524,BMW,X3,2006,Cape Town,146733
1525,BMW,X3,2005,Cape Town,129978
1526,BMW,X3,2004,Cape Town,117473
1527,BMW,X3,2014,Durban,632250
1528,BMW,X3,2011,Durban,374827
1529,BMW,X3,2010,Durban,297000
1530,BMW,X3,2009,Durban,249945
1531,BMW,X3,2008,Durban,199000
1532,BMW,X3,2007,Durban,259990
1533,BMW,X3,2006,Durban,144990
1534,BMW,X3,2015,Johannesburg,652333
1535,BMW,X3,2014,Johannesburg,586500
1536,BMW,X3,2013,Johannesburg,445967
1537,BMW,X3,2012,Johannesburg,376950
1538,BMW,X3,2011,Johannesburg,386555
1539,BMW,X3,2010,Johannesburg,337939
1540,BMW,X3,2009,Johannesburg,253919
1541,BMW,X3,2008,Johannesburg,207938
1542,BMW,X3,2007,Johannesburg,206425
1543,BMW,X3,2006,Johannesburg,149613
1544,BMW,X3,2005,Johannesburg,150246
1545,BMW,X3,2004,Johannesburg,114928
1546,BMW,X3,2015,Pretoria,675000
1547,BMW,X3,2014,Pretoria,617667
1548,BMW,X3,2013,Pretoria,387925
1549,BMW,X3,2012,Pretoria,413810
1550,BMW,X3,2011,Pretoria,354659
1551,BMW,X3,2010,Pretoria,1659675
1552,BMW,X3,2009,Pretoria,236465
1553,BMW,X3,2008,Pretoria,179265
1554,BMW,X3,2007,Pretoria,214940
1555,BMW,X3,2006,Pretoria,174900
1556,BMW,X3,2005,Pretoria,142325
1557,BMW,X3,2004,Pretoria,134745
1558,BMW,X3,2012,Port Elizabeth,359990
1559,BMW,X3,2007,Port Elizabeth,169990
1560,BMW,X3,2006,Port Elizabeth,199900
1561,BMW,X3,2005,Port Elizabeth,143293
1562,BMW,X3,2005,Pietermaritzburg,159990
1563,BMW,X3,2006,Benoni,169990
1564,BMW,X3,2005,Benoni,155950
1565,BMW,X3,2012,East London,449995
1566,BMW,X3,2008,East London,234998
1567,BMW,X3,2007,East London,169950
1568,BMW,X1,2015,Cape Town,434498
1569,BMW,X1,2014,Cape Town,379242
1570,BMW,X1,2013,Cape Town,357498
1571,BMW,X1,2012,Cape Town,284713
1572,BMW,X1,2011,Cape Town,262408
1573,BMW,X1,2010,Cape Town,289112
1574,BMW,X1,2014,Durban,412993
1575,BMW,X1,2013,Durban,375990
1576,BMW,X1,2012,Durban,225000
1577,BMW,X1,2011,Durban,223166
1578,BMW,X1,2010,Durban,245611
1579,BMW,X1,2015,Johannesburg,345000
1580,BMW,X1,2014,Johannesburg,409000
1581,BMW,X1,2013,Johannesburg,366000
1582,BMW,X1,2012,Johannesburg,253940
1583,BMW,X1,2011,Johannesburg,251957
1584,BMW,X1,2010,Johannesburg,270417
1585,BMW,X1,2009,Johannesburg,349900
1586,BMW,X1,2015,Pretoria,489900
1587,BMW,X1,2014,Pretoria,450450
1588,BMW,X1,2013,Pretoria,319120
1589,BMW,X1,2012,Pretoria,375641
1590,BMW,X1,2011,Pretoria,309620
1591,BMW,X1,2010,Pretoria,269227
1592,BMW,X1,2012,Port Elizabeth,283700
1593,BMW,X1,2011,Port Elizabeth,222490
1594,BMW,X1,2010,Port Elizabeth,259900
1595,BMW,X1,2012,Pietermaritzburg,239786
1596,BMW,X1,2011,Pietermaritzburg,239995
1597,BMW,X1,2010,Benoni,259995
1598,BMW,X,2014,Durban,777500
1599,BMW,X,2011,Durban,559990
1600,BMW,X,2010,Pretoria,399900
1601,BMW,M6,2014,Cape Town,1294213
1602,BMW,M6,2013,Cape Town,1049950
1603,BMW,M6,2012,Cape Town,1095999
1604,BMW,M6,2008,Cape Town,469995
1605,BMW,M6,2007,Cape Town,499950
1606,BMW,M6,2006,Cape Town,449995
1607,BMW,M6,2005,Cape Town,499995
1608,BMW,M6,2007,Durban,494990
1609,BMW,M6,2014,Johannesburg,1583800
1610,BMW,M6,2012,Johannesburg,1099500
1611,BMW,M6,2010,Johannesburg,644925
1612,BMW,M6,2007,Johannesburg,299900
1613,BMW,M6,2006,Johannesburg,420950
1614,BMW,M6,2007,Pretoria,559950
1615,BMW,M6,2006,Pretoria,449900
1616,BMW,M6,2015,Benoni,1679000
1617,BMW,M6,2013,Benoni,1199950
1618,BMW,M6,2006,Benoni,199950
1619,BMW,M5,2013,Cape Town,999000
1620,BMW,M5,2012,Cape Town,859498
1621,BMW,M5,2006,Cape Town,259995
1622,BMW,M5,2014,Johannesburg,1199950
1623,BMW,M5,2013,Johannesburg,944925
1624,BMW,M5,2012,Johannesburg,877224
1625,BMW,M5,2013,Pretoria,909900
1626,BMW,M5,2012,Pretoria,1199900
1627,BMW,M5,2006,Pretoria,429900
1628,BMW,M5,2005,Pretoria,249500
1629,BMW,M5,2005,Benoni,369950
1630,BMW,M3,2014,Cape Town,1149000
1631,BMW,M3,2012,Cape Town,729900
1632,BMW,M3,2010,Cape Town,699995
1633,BMW,M3,2008,Cape Town,445995
1634,BMW,M3,2007,Cape Town,433328
1635,BMW,M3,2004,Cape Town,199995
1636,BMW,M3,2003,Cape Town,199995
1637,BMW,M3,2002,Cape Town,174995
1638,BMW,M3,1996,Cape Town,79995
1639,BMW,M3,2011,Durban,674990
1640,BMW,M3,2010,Durban,594990
1641,BMW,M3,2008,Durban,442469
1642,BMW,M3,2005,Durban,269990
1643,BMW,M3,2003,Durban,179990
1644,BMW,M3,2002,Durban,199990
1645,BMW,M3,1997,Durban,109990
1646,BMW,M3,2014,Johannesburg,999950
1647,BMW,M3,2013,Johannesburg,890000
1648,BMW,M3,2012,Johannesburg,819900
1649,BMW,M3,2011,Johannesburg,664925
1650,BMW,M3,2010,Johannesburg,594211
1651,BMW,M3,2009,Johannesburg,434711
1652,BMW,M3,2008,Johannesburg,449086
1653,BMW,M3,2007,Johannesburg,459000
1654,BMW,M3,2006,Johannesburg,279950
1655,BMW,M3,2005,Johannesburg,324925
1656,BMW,M3,2003,Johannesburg,212425
1657,BMW,M3,2001,Johannesburg,239900
1658,BMW,M3,1997,Johannesburg,220000
1659,BMW,M3,2015,Pretoria,1088300
1660,BMW,M3,2013,Pretoria,789000
1661,BMW,M3,2011,Pretoria,729995
1662,BMW,M3,2010,Pretoria,499900
1663,BMW,M3,2009,Pretoria,549925
1664,BMW,M3,2008,Pretoria,454900
1665,BMW,M3,2001,Pretoria,169900
1666,BMW,M3,1997,Pretoria,119900
1667,BMW,M3,2011,Port Elizabeth,950000
1668,BMW,M3,2008,Port Elizabeth,399990
1669,BMW,M3,2003,Port Elizabeth,300000
1670,BMW,M3,2001,Port Elizabeth,300000
1671,BMW,M3,1998,Port Elizabeth,119990
1672,BMW,M3,1995,Port Elizabeth,250000
1673,BMW,M3,1997,Pietermaritzburg,139995
1674,BMW,M3,2011,Benoni,569950
1675,BMW,M3,2010,Benoni,619950
1676,BMW,M3,2008,Benoni,599950
1677,BMW,M3,2005,Benoni,299950
1678,BMW,M3,2004,Benoni,289950
1679,BMW,M3,2001,Benoni,194950
1680,BMW,M3,1998,Benoni,159950
1681,BMW,M3,1997,Benoni,109900
1682,BMW,M1,2014,Cape Town,564000
1683,BMW,M1,2012,Cape Town,679995
1684,BMW,M1,2011,Cape Town,699995
1685,BMW,M Series,2010,Cape Town,669995
1686,BMW,M Series,1997,Cape Town,110000
1687,BMW,M Series,2013,Durban,1149000
1688,BMW,M Series,2014,Johannesburg,489950
1689,BMW,M Series,2008,Pretoria,439900
1690,BMW,M Series,2001,Pretoria,249900
1691,BMW,M Series,2015,Benoni,1104488
1692,BMW,M Series,2014,Benoni,994713
1693,BMW,M Series,2013,Benoni,601617
1694,BMW,M Series,2012,Benoni,709740
1695,BMW,M Series,2011,Benoni,639950
1696,BMW,M Series,2010,Benoni,567410
1697,BMW,M Series,2009,Benoni,499900
1698,BMW,M Series,2008,Benoni,419949
1699,BMW,M Series,2005,Benoni,279900
1700,BMW,M Series,2004,Benoni,197475
1701,BMW,M Series,2000,Benoni,180000
1702,BMW,M Series,1997,Benoni,79900
1703,BMW,M Coupe,2007,Durban,319990
1704,BMW,M Coupe,2006,Durban,249990
1705,BMW,M Coupe,2009,Johannesburg,210000
1706,BMW,M Coupe,2000,Johannesburg,70000
1707,BMW,730d,2012,Durban,564495
1708,BMW,7 Series,2014,Cape Town,1198925
1709,BMW,7 Series,2012,Cape Town,709948
1710,BMW,7 Series,2010,Cape Town,539900
1711,BMW,7 Series,2006,Cape Town,344995
1712,BMW,7 Series,2005,Cape Town,219990
1713,BMW,7 Series,2003,Cape Town,199990
1714,BMW,7 Series,2001,Cape Town,69995
1715,BMW,7 Series,1997,Cape Town,39950
1716,BMW,7 Series,1996,Cape Town,41950
1717,BMW,7 Series,2014,Durban,1150000
1718,BMW,7 Series,2012,Durban,999990
1719,BMW,7 Series,2008,Durban,369990
1720,BMW,7 Series,2004,Durban,124890
1721,BMW,7 Series,2013,Johannesburg,699000
1722,BMW,7 Series,2010,Johannesburg,576300
1723,BMW,7 Series,2009,Johannesburg,491275
1724,BMW,7 Series,2002,Johannesburg,99900
1725,BMW,7 Series,2000,Johannesburg,89950
1726,BMW,7 Series,1999,Johannesburg,89900
1727,BMW,7 Series,2013,Pretoria,1100000
1728,BMW,7 Series,2012,Pretoria,739950
1729,BMW,7 Series,2009,Pretoria,599900
1730,BMW,7 Series,2008,Pretoria,215000
1731,BMW,7 Series,2007,Pretoria,239990
1732,BMW,7 Series,2005,Pretoria,149900
1733,BMW,7 Series,2004,Pretoria,133263
1734,BMW,7 Series,2002,Pretoria,119000
1735,BMW,7 Series,2001,Pretoria,439900
1736,BMW,7 Series,2015,Benoni,1114000
1737,BMW,7 Series,2014,Benoni,934475
1738,BMW,7 Series,2013,Benoni,684971
1739,BMW,7 Series,2012,Benoni,479950
1740,BMW,7 Series,2011,Benoni,454949
1741,BMW,7 Series,2010,Benoni,374460
1742,BMW,7 Series,2009,Benoni,355973
1743,BMW,7 Series,2008,Benoni,145900
1744,BMW,7 Series,2007,Benoni,164925
1745,BMW,7 Series,2006,Benoni,181632
1746,BMW,7 Series,2005,Benoni,124925
1747,BMW,7 Series,2004,Benoni,114925
1748,BMW,7 Series,2003,Benoni,77948
1749,BMW,7 Series,2002,Benoni,55000
1750,BMW,7 Series,2001,Benoni,64900
1751,BMW,7 Series,1998,Benoni,119900
1752,BMW,7 Series,1994,Benoni,32995
1753,BMW,645Ci,2004,Durban,209990
1754,BMW,6 Series,2014,Cape Town,949900
1755,BMW,6 Series,2013,Cape Town,760000
1756,BMW,6 Series,2012,Cape Town,624948
1757,BMW,6 Series,2011,Cape Town,749900
1758,BMW,6 Series,2010,Cape Town,750000
1759,BMW,6 Series,2008,Cape Town,396245
1760,BMW,6 Series,2006,Cape Town,252448
1761,BMW,6 Series,2005,Cape Town,279993
1762,BMW,6 Series,2004,Cape Town,249995
1763,BMW,6 Series,2012,Durban,899990
1764,BMW,6 Series,2006,Durban,349900
1765,BMW,6 Series,2014,Johannesburg,1144000
1766,BMW,6 Series,2013,Johannesburg,1215498
1767,BMW,6 Series,2012,Johannesburg,1099475
1768,BMW,6 Series,2007,Johannesburg,329900
1769,BMW,6 Series,2006,Johannesburg,399900
1770,BMW,6 Series,2005,Johannesburg,212298
1771,BMW,6 Series,2014,Pretoria,1124900
1772,BMW,6 Series,2012,Pretoria,826630
1773,BMW,6 Series,2011,Pretoria,839900
1774,BMW,6 Series,2005,Pretoria,299900
1775,BMW,6 Series,2013,Benoni,1199950
1776,BMW,6 Series,2012,Benoni,681120
1777,BMW,6 Series,2008,Benoni,80000
1778,BMW,6 Series,2004,Benoni,129900
1779,BMW,530d,2009,Durban,249900
1780,BMW,523i,2011,Durban,334995
1781,BMW,523i,2006,Durban,149990
1782,BMW,523i,2005,Pretoria,109500
1783,BMW,520d,2014,Durban,625000
1784,BMW,520d,2013,Durban,285000
1785,BMW,520d,2011,Durban,394990
1786,BMW,520d,2013,Johannesburg,589995
1787,BMW,5 Series,2014,Cape Town,575581
1788,BMW,5 Series,2013,Cape Town,569499
1789,BMW,5 Series,2012,Cape Town,349000
1790,BMW,5 Series,2011,Cape Town,433759
1791,BMW,5 Series,2010,Cape Town,325000
1792,BMW,5 Series,2006,Cape Town,99995
1793,BMW,5 Series,2005,Cape Town,109475
1794,BMW,5 Series,2004,Cape Town,129995
1795,BMW,5 Series,2003,Cape Town,119900
1796,BMW,5 Series,2001,Cape Town,79990
1797,BMW,5 Series,2000,Cape Town,45000
1798,BMW,5 Series,2014,Durban,567000
1799,BMW,5 Series,2008,Durban,164995
1800,BMW,5 Series,2006,Durban,142440
1801,BMW,5 Series,2004,Durban,149990
1802,BMW,5 Series,2014,Johannesburg,619000
1803,BMW,5 Series,2013,Johannesburg,584749
1804,BMW,5 Series,2012,Johannesburg,459973
1805,BMW,5 Series,2011,Johannesburg,400157
1806,BMW,5 Series,2010,Johannesburg,360645
1807,BMW,5 Series,2009,Johannesburg,282965
1808,BMW,5 Series,2008,Johannesburg,586650
1809,BMW,5 Series,2007,Johannesburg,189982
1810,BMW,5 Series,2006,Johannesburg,172950
1811,BMW,5 Series,2005,Johannesburg,119950
1812,BMW,5 Series,2004,Johannesburg,121267
1813,BMW,5 Series,2003,Johannesburg,99000
1814,BMW,5 Series,2001,Johannesburg,69974
1815,BMW,5 Series,2014,Pretoria,653127
1816,BMW,5 Series,2013,Pretoria,349950
1817,BMW,5 Series,2012,Pretoria,459514
1818,BMW,5 Series,2011,Pretoria,419671
1819,BMW,5 Series,2010,Pretoria,417085
1820,BMW,5 Series,2009,Pretoria,199900
1821,BMW,5 Series,2008,Pretoria,261659
1822,BMW,5 Series,2007,Pretoria,179900
1823,BMW,5 Series,2006,Pretoria,135930
1824,BMW,5 Series,2005,Pretoria,122450
1825,BMW,5 Series,2004,Pretoria,99950
1826,BMW,5 Series,2003,Pretoria,81450
1827,BMW,5 Series,2002,Pretoria,74900
1828,BMW,5 Series,2001,Pretoria,79900
1829,BMW,5 Series,1999,Pretoria,59900
1830,BMW,5 Series,1998,Pretoria,54900
1831,BMW,5 Series,1997,Pretoria,49995
1832,BMW,5 Series,2013,Port Elizabeth,419990
1833,BMW,5 Series,2009,Port Elizabeth,205900
1834,BMW,5 Series,2007,Port Elizabeth,229995
1835,BMW,5 Series,2006,Port Elizabeth,149990
1836,BMW,5 Series,2002,Port Elizabeth,79990
1837,BMW,5 Series,2010,Pietermaritzburg,329990
1838,BMW,5 Series,2016,Benoni,689000
1839,BMW,5 Series,2015,Benoni,599450
1840,BMW,5 Series,2014,Benoni,558399
1841,BMW,5 Series,2013,Benoni,381540
1842,BMW,5 Series,2012,Benoni,294087
1843,BMW,5 Series,2011,Benoni,282673
1844,BMW,5 Series,2010,Benoni,274590
1845,BMW,5 Series,2009,Benoni,129942
1846,BMW,5 Series,2008,Benoni,138087
1847,BMW,5 Series,2007,Benoni,122940
1848,BMW,5 Series,2006,Benoni,164835
1849,BMW,5 Series,2005,Benoni,152300
1850,BMW,5 Series,2004,Benoni,93624
1851,BMW,5 Series,2003,Benoni,82450
1852,BMW,5 Series,2002,Benoni,49945
1853,BMW,5 Series,2001,Benoni,65000
1854,BMW,5 Series,2000,Benoni,59000
1855,BMW,5 Series,1999,Benoni,59900
1856,BMW,5 Series,1998,Benoni,59995
1857,BMW,5 Series,1996,Benoni,35000
1858,BMW,5 Series,1992,Benoni,89900
1859,BMW,5 Series,1991,Benoni,20900
1860,BMW,5 Series,2010,East London,389995
1861,BMW,5 Series,2004,East London,169995
1862,BMW,335i,2009,Cape Town,229995
1863,BMW,335i,2014,Johannesburg,549995
1864,BMW,335i,2011,Johannesburg,269990
1865,BMW,335i,2009,Johannesburg,249995
1866,BMW,335i,2008,Johannesburg,259948
1867,BMW,335i,2010,Pretoria,264900
1868,BMW,335i,2011,Benoni,369950
1869,BMW,335i,2010,Benoni,310000
1870,BMW,335i,2009,Benoni,207450
1871,BMW,335i,2008,Benoni,227730
1872,BMW,335i,2007,Benoni,159950
1873,BMW,330i,2010,Cape Town,339995
1874,BMW,330i,2001,Durban,129990
1875,BMW,330i,2009,Johannesburg,269900
1876,BMW,330i,2008,Johannesburg,239990
1877,BMW,330i,2007,Johannesburg,299990
1878,BMW,330i,2009,Pretoria,189900
1879,BMW,330i,2010,Benoni,239925
1880,BMW,330i,2009,Benoni,249950
1881,BMW,330i,2008,Benoni,179950
1882,BMW,330i,2007,Benoni,166583
1883,BMW,330i,2005,Benoni,132900
1884,BMW,330i,2004,Benoni,109700
1885,BMW,330i,2002,Benoni,79900
1886,BMW,328i,2014,Durban,497995
1887,BMW,328i,2013,Durban,425000
1888,BMW,328i,2012,Durban,370000
1889,BMW,328i,2012,Johannesburg,319990
1890,BMW,328i,2013,Benoni,369999
1891,BMW,328i,2012,Benoni,250000
1892,BMW,328i,1999,Benoni,59950
1893,BMW,328i,1996,Benoni,64970
1894,BMW,328i,2012,East London,359995
1895,BMW,325i,2010,Cape Town,179995
1896,BMW,325i,2011,Durban,284990
1897,BMW,325i,2010,Durban,289990
1898,BMW,325i,2006,Durban,119990
1899,BMW,325i,2007,Johannesburg,159900
1900,BMW,325i,2006,Johannesburg,144900
1901,BMW,325i,2011,Benoni,264925
1902,BMW,325i,2010,Benoni,199900
1903,BMW,325i,2009,Benoni,135000
1904,BMW,325i,2008,Benoni,158900
1905,BMW,325i,2007,Benoni,158710
1906,BMW,325i,2006,Benoni,113283
1907,BMW,325i,2002,Benoni,79900
1908,BMW,325i,2001,Benoni,79900
1909,BMW,325i,2000,Benoni,95000
1910,BMW,323i,2008,Cape Town,159995
1911,BMW,323i,2009,Durban,179995
1912,BMW,323i,2006,Durban,119990
1913,BMW,323i,2010,Benoni,209950
1914,BMW,323i,2009,Benoni,171150
1915,BMW,323i,2008,Benoni,123120
1916,BMW,323i,2007,Benoni,119993
1917,BMW,323i,2006,Benoni,109948
1918,BMW,323i,1998,Benoni,60000
1919,BMW,320i,2014,Durban,407500
1920,BMW,320i,2013,Durban,268499
1921,BMW,320i,2012,Durban,260420
1922,BMW,320i,2011,Durban,159900
1923,BMW,320i,2010,Durban,214995
1924,BMW,320i,2009,Durban,149000
1925,BMW,320i,2008,Durban,137445
1926,BMW,320i,2007,Durban,119990
1927,BMW,320i,2006,Durban,104960
1928,BMW,320i,2005,Durban,97493
1929,BMW,320i,2012,Johannesburg,289995
1930,BMW,320i,2011,Johannesburg,189900
1931,BMW,320i,2010,Johannesburg,199948
1932,BMW,320i,2009,Johannesburg,139900
1933,BMW,320i,2006,Johannesburg,99000
1934,BMW,320i,2011,Pretoria,199950
1935,BMW,320i,2006,Pretoria,84950
1936,BMW,320i,2015,Benoni,429960
1937,BMW,320i,2014,Benoni,403275
1938,BMW,320i,2013,Benoni,314161
1939,BMW,320i,2012,Benoni,255627
1940,BMW,320i,2011,Benoni,193620
1941,BMW,320i,2010,Benoni,155339
1942,BMW,320i,2009,Benoni,142496
1943,BMW,320i,2008,Benoni,133710
1944,BMW,320i,2007,Benoni,104374
1945,BMW,320i,2006,Benoni,102654
1946,BMW,320i,2005,Benoni,100939
1947,BMW,320i,2004,Benoni,69950
1948,BMW,320i,1999,Benoni,59950
1949,BMW,320i,2012,East London,283567
1950,BMW,320i,2009,East London,189995
1951,BMW,320d,2014,Durban,443327
1952,BMW,320d,2013,Durban,385000
1953,BMW,320d,2011,Durban,220000
1954,BMW,320d,2010,Durban,174745
1955,BMW,320d,2009,Durban,139890
1956,BMW,320d,2005,Durban,104990
1957,BMW,320d,2004,Durban,79990
1958,BMW,320d,2006,Johannesburg,89900
1959,BMW,320d,2013,Pretoria,379995
1960,BMW,320d,2007,Pretoria,69900
1961,BMW,320d,2015,Benoni,499950
1962,BMW,320d,2014,Benoni,404225
1963,BMW,320d,2013,Benoni,316315
1964,BMW,320d,2012,Benoni,262318
1965,BMW,320d,2011,Benoni,173267
1966,BMW,320d,2010,Benoni,149933
1967,BMW,320d,2009,Benoni,177335
1968,BMW,320d,2008,Benoni,141738
1969,BMW,320d,2007,Benoni,120698
1970,BMW,320d,2006,Benoni,112400
1971,BMW,320d,2005,Benoni,106173
1972,BMW,320d,2002,Benoni,84900
1973,BMW,320d,2001,Benoni,62900
1974,BMW,320d,2013,East London,339900
1975,BMW,320d,2012,East London,339995
1976,BMW,320d,2007,East London,129995
1977,BMW,318ti,2004,Benoni,77450
1978,BMW,318ti,2003,Benoni,89900
1979,BMW,318ti,2002,Benoni,59995
1980,BMW,318i,2002,Durban,55000
1981,BMW,318i,1997,Johannesburg,35000
1982,BMW,318i,2005,Benoni,74900
1983,BMW,318i,2004,Benoni,79900
1984,BMW,318i,2001,Benoni,40000
1985,BMW,318i,1999,Benoni,49900
1986,BMW,318i,1997,Benoni,43900
1987,BMW,316i,2013,Durban,175000
1988,BMW,316i,2013,Pretoria,295900
1989,BMW,316i,2014,Benoni,289950
1990,BMW,316i,1996,Benoni,41999
1991,BMW,3 Series,2015,Cape Town,362500
1992,BMW,3 Series,2014,Cape Town,423083
1993,BMW,3 Series,2013,Cape Town,356734
1994,BMW,3 Series,2012,Cape Town,297356
1995,BMW,3 Series,2011,Cape Town,232611
1996,BMW,3 Series,2010,Cape Town,196753
1997,BMW,3 Series,2009,Cape Town,200710
1998,BMW,3 Series,2008,Cape Town,204471
1999,BMW,3 Series,2007,Cape Town,206557
2000,BMW,3 Series,2006,Cape Town,141306
2001,BMW,3 Series,2005,Cape Town,119276
2002,BMW,3 Series,2004,Cape Town,87682
2003,BMW,3 Series,2003,Cape Town,82207
2004,BMW,3 Series,2002,Cape Town,74279
2005,BMW,3 Series,2001,Cape Town,61371
2006,BMW,3 Series,2000,Cape Town,84995
